Species	ERAS6_D42	ERAS7_D8	ERAS11_D180	ERAS3_D180	ERAS9_D42	ERAS9_D4	ERAS7_D4	ERAS2_D0	ERAS2_D42	ERAS2_D180	ERAS4_D0	ERAS3_D4	ERAS9_D8	ERAS7_D0	ERAS11_D8	ERAS11_D4	ERAS4_D180	ERAS5_D4	ERAS3_D0	ERAS9_D0	ERAS11_D42	ERAS5_D180	ERAS5_D0	ERAS5_D42	ERAS6_D8	ERAS2_D8	ERAS4_D4	ERAS6_D4	ERAS6_D180	ERAS7_D42	ERAS2_D4	ERAS4_D42	ERAS3_D42	ERAS7_D180	ERAS11_D0	ERAS4_D8	ERAS5_D8	ERAS6_D0	ERAS3_D8	ERAS9_D180	ERAS8_D180	ERAS10_D0	ERAS12_D180	ERAS8_D8	ERAS12_D4	ERAS8_D0	ERAS12_D42	ERAS1_D8	ERAS12_D0	ERAS1_D42	ERAS10_D180	ERAS10_D8	ERAS1_D0	ERAS8_D42	ERAS1_D180	ERAS10_D42	ERAS12_D8
Clostridium sp. HGF2	0.000263071226283972	0.00285951826821074	0	0.000269349201825414	0.000181930455796895	0	0	0	0.000205594588087377	0.000209033572471473	0	0	0.000368975313013088	0	0	0	0	0	0	0	0	0.000247609711441538	0.000211760529988428	0.000364841331994845	0	0	0	0	0	0	0	0.00054221331197308	0.000253775474742627	0	0	0	0.00287162214744418	0	0.000798117849691431	0	0	0	0	0	0	0	0	0	0	0.000910116608203504	0.000839539235859809	0	0	0	0.000157241074394069	0.000528551167636647	0.000320039112582338
Clostridium sp. L2-50	0.000347254018694844	0	0.000303048232290799	0	0	0.000643381904953553	0	0	0	0	0.00422426432302384	0	0	0	0	0	0	0	0	0.00356078842097464	0.00447076405674805	0.0202261761431816	0	0	0.000184619937334811	0	0.000344950322993606	0	0.00139520292247418	0	0	0	0	0	0	0	0	0.0104113328304344	0	0.00160109877868365	0	0.00066048830641858	0	0	0	0	0	0	0	0	0	0	0	0	0.00715446888493016	0	0
Collinsella aerofaciens	0	0	0	0	0.0251973681278699	0.00313648678664857	0	0.000830042106240984	0.00548937550193296	0.00511087084692751	0.0029219219625659	0.00806408378268865	0	0.00253480109047294	0	0.000195302021918432	0	0.000210516061744058	0.00602705021255077	0.00259748334090421	0	0	0.00473716148566706	0	0	0	0.00137980129197442	0	0.00199897494740452	0	0	0	0	0.00177561561414365	0.00445595869064737	0	0	0.00496659136503686	0	0.00922715419441384	0.00173503315919886	0.00288727745377265	0	0.0047801305671233	0.00028961127073454	0.000975764948502526	0.0177202040265319	0	0.00395406951360111	0	0	0	0.0117036440438716	0.00304760422886879	0	0	0
Collinsella stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153530019873774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus sp. 29_1	0.000315685471540767	0.0012599409994032	0	0	0.000477567446466849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309633775736925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146447967161421	0.000637427217762573	0	0.000154257052237882	0	0	0	0	0	0	0
Coprococcus catus	0.000263071226283972	0	0.00140917428015222	0.00119411479475934	0	0.000402113690595971	0	0.000535918490333853	0.000817238487647323	0.000291153904513837	0.000500900907868439	0.000261820902035346	0	0.000312938406231227	0	0	0	0	0.00210946757439277	0.000258028146447438	0	0	0.000501950885898497	0	0	0	0.000258712742245204	0	0.000552097842616487	0	0	0	0.000490632584502411	0.000193001697189528	0.000531658009324071	0	0	0.00090694277100673	0	0.000255883366456291	0.000493587019427262	0.000165122076604645	0	0	0	0.000255557486512566	0	0	0.000252387415761773	0.0016968275746167	0	0	0.00153465001369972	0.00102110450967253	0.000754757157091533	0	0
Coprococcus comes	0.00403375880302091	0	0	0.00429462338466078	0	0.00205524775193496	0	0.00205706087198853	0	0	0.00363616955341534	0.000374029860050494	0	0.000538949477398224	0	0.000108501123288018	0.00139795377693069	0	0.00196335726620972	0.00311353963379908	0	0.00055712185074346	0.000643124572557449	0.000408904294796155	0.00016615794360133	0	0.000309751310443238	0	0.00245588350681127	0	0	0	0	0	0.00215986066287904	0	0	0.00313111194752324	0	0.00213236138713575	0.00221033917790659	0.00108508793197338	0	0	0	0.00289115540297045	0	0	0.00401950328805787	0	0	0	0.00323809430500052	0.00436369448578006	0.000244597226835219	0	0
Coprococcus eutactus	0	0	0	0	0	0	0	0.0631734220423845	0	0	0	0	0	0.0285556295685994	0	0	0	0	0	0	0.000689639136413264	0	0.0195760845500414	0	0	0	0	0	0.00111371461355395	0	0	0	0	0	0.0121865984324752	0	0	0.00380592055690324	0	0.0246159798530951	0.0133866782541636	0.00367986342147494	0	0.00012351758571378	0	0.0188647890043822	0	0.00095614082664386	0.00570675990083565	0.0147469741939415	0	0	0.0171550102541517	0.0099361323441212	0.0105666001992815	0	0
Cronobacter sakazakii/turicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217716042282239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105571525592748	0	0	0	0.000877762799652948	0	0	0	0	0
Cryptobacterium curtum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170500376656983	0
Desulfovibrio piger	0.000394606839425959	0	0.00116168489044806	0	0.00402066307311137	0	0	0	0	0	0	0	0.00153493730213445	0	0	0	0	0	0	0.00424198272759588	0.000906307370841952	0	0	0	0.00065355457816523	0	0	0	0.00188474780755283	0	0	0	0	0	0.00169465990472048	0	0	0.000194344879501442	0	0.00409413386330065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	0.186238643935475	0	0.0368355126349467	0	0.139959099644551	0.00116612970272832	8.05541112732618e-05	0.000270665904209017	0.0321035949298439	0.023140016472592	0.0433112318336911	0.000392731353053019	0.00019678683360698	0.00582065435590082	0.00027521653442138	0.00414474290960229	0.050459552741189	0.000175430051453382	0.000890359690490455	0.0263498343152123	0.0516206783935266	0.037542584448766	0.138237273976446	0.000126901332867772	0.000147695949867849	0	0.00153749286820007	0.000117286995413427	0.00693929874598998	0.0183754025205995	0	0.114033268936281	0	0.0247042172402595	0.118935219548353	0.000271289672571327	0	0.000161954066251202	0	0.0304450029409694	0	0.0500319892112074	0.0591208630835045	0	0.00028961127073454	0	0.0322917767590933	0	0.0684811188100278	0.01311184944022	0.0186002597085281	0.000219440699913237	0	0	0.0176110003321358	0.0355322784953152	0.000180022000827565
Dorea formicigenerans	0.00273067932882763	0	0.000863687462028778	0.000497547831149724	0.000272895683695342	0.000482536428715165	0	0.000860717575384673	0.000817238487647323	0.000438970502190093	0.00111867869423951	0.000305457719041237	0	0.000538949477398224	0	0	0.000259032611607746	0	0.00136978413921608	0.000348337997704041	0.00057337813257348	0.000668546220892152	0.000494107903306333	0.00077409813049341	0.000276929906002216	0	0.000180688264425222	0	0.00061682655519911	0	0	0	0	0.000482504242973819	0.000830715639568861	0	0	0.000683806057505074	0	0.000204706693165032	0.00139101796384047	0.000353833021295668	0.000833433514043585	0	0	0.00113839243991961	0.0016695068256402	0	0.00109367880163435	0.00154257052237882	0	0	0.000992096978553351	0.00075055545155417	0.000628964297576278	0.00156860346524424	0
Dorea longicatena	0.0224136684793944	0	0.00468209518889285	0.00226253329533348	0	0.00104549559554952	0	0.00141287601997107	0	0	0.000473073079653526	0.00128001329883947	0	0.00101704982025149	0	0.000232502407045753	0.00102132858291054	0	0.00323269056854996	0.0035143433546141	0.00163135326751551	0.00163422409551415	0.00175055371457101	0.00180199892672236	0	0	0.00019711447028206	0.000234573990826854	0.00233023365297441	0	0	0	0	0.000579005091568583	0.0036335502074742	0	0	0.00226735692751683	0	0.00130500516892708	0.00230340609066056	0.00108980570559066	0	0.00234683412856183	0.00014480563536727	0.00935108075648254	0	0	0.00204714237228994	0.00197449026864489	0.00397084196024756	0	0.003580850031966	0.00254490662410693	0	0	0
Edwardsiella ictaluri/tarda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000569708312399787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella lenta	0.00108736106864042	0	0.000454572348436199	0.000261867279552486	0.0015464088742736	0	0	0	0.00205080601617158	0.0006741332712205	0	0	0	0	0	0	0.000263144240363425	0	0	0	0.00164799972942894	0.00187192941849803	0	0.000431464531750425	0	0	0	0	0.000342681419555061	0.000559059484213597	0	0.00299766502476545	0	0	0	0	0	0.000242931099376803	0	0.000153530019873774	0	0	0.00134936854654676	0	0	0.000487882474251263	0.000781055824860911	0	0	0.0010489479552176	0.000339388201730561	0	0.000361702023430909	0.000157093001488082	0.000503171438061022	0.000255750564985474	0
Eggerthella sp. YY7918	0	0	0.000319884245195844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208080773917795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter aerogenes	0	0.158703263885696	0	0	0	0	8.05541112732618e-05	0	0	0	0	0	0	0.00023470380467342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210172738426164	0	0	0	0	0	0	0	0	0.000371217604507642	0	0	0	0	0.00177865323427844	0.000337879815856963	0	0	0	0	0	0	0	0	0	0	0	0.000288035201324104
Enterobacter asburiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338403554314059	0	0.000590943543337506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182135780927987	0	0	0	0	0
Enterobacter cancerogenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338403554314059	0	0.00117566662832409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136327534821099	0	0	0	0	0
Enterobacter cloacae Cluster385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022842239916199	0	0.00118534289686997	0	0	0	0	0	0	0	0	0	0.000284854156199893	0	0	0.00148487041803057	0	0	0	0	0	0.00028961127073454	0	0	0	0	0	0	0.0536971392687691	0	0	0	0	0
Enterobacter cloacae Cluster386	0	0.00507811002802942	0	0	0	0	0	0	0	0	0	0.000392731353053019	0	0	0.000231181888913959	0	0	0	0	0	0	0	0	0.000465304887181831	0	0.000870864169128956	0	0	0	0	0	0	0	0	0	0.000284854156199893	0	0	0.0539750396954112	0	0	0	0	0	0	0	0	0	0	0	0	0.128065592469365	0	0	0	0	0
Enterobacter hormaechei/cloacae	0	0	0	0	0	0	0	0	0.000154195941065533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920034663291348	0	0.00261259250738687	0	0	0	0	0	0.000174282850277061	0	0	0	0.00568080574364359	0.000140079129143618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0901023513843752	0	0	0	0	0.000144017600662052
Enterobacter lignolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000438881399826474	0	0	0	0	0
Enterobacter sp. 638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241384769904561	0	0	0	0	0
Enterobacteriaceae bacterium 9_2_54FAA	0	0	0	0	0	0	0	0.00016239954252541	0	0	0	0	0.00173172413574143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033024415320929	0	0	0	0	0	0	0	0	0	0.00076804244969633	0	0	0	0	0
Enterococcus casseliflavus	0	0	0	0	0	0	0	0	0	0	0	0	0.00019678683360698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122080352657097	0.000196110780801066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120911825652194	0	0	0	0	0
Enterococcus faecalis	0	0.000410850325892348	0	0	0	0	0.0234412463805192	0	0	0	0	0	0	0	0.00108985747630866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289375650742749	0.000140079129143618	0	0.00072181200876486	0	0	0	0	0.000293354266070228	0	0	0	0.000252169009224754	0	0	0	0.000329161049869856	0	0	0	0	0.000205739429517217
Enterococcus faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239353285342502	0	0	0	0	0	0	0	0	0.000284854156199893	0	0	0	0	0	0	0	0.00012351758571378	0	0	0	0.00033097182460749	0	0	0	0	0	0	0	0	0
Enterococcus gallinarum	0.000184149858398781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341824987439872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelatoclostridium ramosum	0.000202940660276207	0.000766920608332383	0	0.000336686502281768	0	0	0	0	0.000504641261669016	0.000529116230318416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418774398463648	0	0.0117764586507211	0	0	0	0.000269721680980244	0	0.000243995990387886	0.000399888626867169	0	0	0.00330430821191876	0	0	0	0	0	0	0	0	0	0	0.000439343901484262	0.0125167526397014	0	0	0.000361716372897045	0.0120293401861529	0	0	0	0.000267929163318116	0
Erysipelotrichaceae bacterium 3_1_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193001697189528	0	0	0	0	0	0	0	0	0	0	0	0	0.000146447967161421	0	0	0	0	0	0	0	0.000157241074394069	0	0.000336041068211454
Erysipelotrichaceae bacterium 5_2_54FAA	0	0	0	0	0	0	0	0	0	0.000261291965589341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411938567315282	0	0.000784272826246776	0	0	0	0	0	0	0	0	0	0	0.000283480787089655	0	0	0	0.000937266989833093	0	0.000210322846468144	0	0	0	0	0	0	0	0.000201624640926873
Escherichia coli	0	0.107142294986799	0	0	0.00171014628449081	0.000536151587461294	0.000161108222546524	0	0.0346940867397448	0	0	0	0.151901545832443	0.000365094807269765	0.170699302522119	0.000271252808220045	0.000349862228665008	0.663739599673871	0	0.000154816887868463	0.000295937100683086	0.000267418488356861	0.00211760529988428	0.000211502221446287	0.00959285194391676	0.0172589444427375	0	0	0.000805301335954393	0.000196161222531087	0	0.00758130398705217	0.00285920368210026	0	0.000553256615952861	0.0127614661977552	0.037008905919744	0	0	0.000153530019873774	0	0.000306655285122912	0.00138905585673931	0.0383690536712716	0.378995840202154	0.000406568728542719	0.00135057569715532	0.0318334718577022	0.00242189944417863	0	0.00115749239327054	0.033420818596786	0	0.000274912752604144	0.000336945159415863	0.000243571966652833	0.028774716612278
Eubacterium ventriosum	0.000248038584782031	0	0	0.00311098328108354	0	0	0	0.000535918490333853	0.00337689110933516	0.00141097661418244	0.000222622625719306	0	0	0.000594582971839331	0	0	0.000333041929209959	0	0.00178071938098091	0.000665712617834389	0	0	0	0	0	0	0	0	0.00193615002048609	0	0	0	0	0	0.000261675426464191	0	0	0	0	0	0	0.000267340504978949	0	0	0	0.000418184977929654	0	0	0.000965927146742588	0	0	0	0.00254224850754296	0	0.000503171438061022	0	0
Faecalibacterium prausnitzii Cluster1574	0.000493258549282448	0	0.000416691319399849	0	0.0169559184802706	0.00254672004044115	0	0.00369910069085656	0	0	0.0495390997881887	0.00753462373635051	0	0.00644653116836327	0	0.000855953305938809	0.0105389268265552	0	0.0417175369510143	0.00625460226988589	0.000166464619134236	0.0158816868918602	0.010912725978737	0.0204945652581452	0	0.00163287031711679	0.00650477751930799	0	0.00543150049994771	0	0	0.00364251157079058	0.000169183649828418	0.0166367462977373	0.0145192479483846	0	0	0.00390309299665396	0	0.0272515785275949	0.0279400167360644	0.00445829606832541	0	0.000293354266070228	0.00014480563536727	0.00554559745732269	0	0	0.00332310097419668	0	0	0	0.0424121458331558	0.00240875935615059	0.00938953844238872	0	0
Faecalibacterium prausnitzii Cluster1575	0.00367773574344993	0	0.00804593056732072	0.027276095838187	0.000473019185071926	0.00187653055611453	0	0.0120825259638905	0.147889327075952	0.0666764837790881	0.011236877033182	0.000486238818065642	0	0.00403690544038283	0	0.000217002246576036	0.0701164274963368	0	0.00923234509831641	0.00283314904799287	0.0123849676635872	0.000222848740297384	0.021966625644133	0.000846008885785147	0	0.0425199430577213	0.00106441813952313	0	0.00805301335954393	0	0.000193923812874602	0	0	0.0110010967398031	0.0124108916551588	0	0	0.0109642902852064	0	0.0683055058418422	0.0095725967404075	0.0107848304890919	0.000132291033975172	0.000580532652854767	0	0.0072369233680604	0.0626943747418042	0	0.0122267681413481	0	0	0	0.0303519669376166	0.00521548764940433	0.0815452211807644	0	0.000216026400993078
Faecalibacterium prausnitzii Cluster1576	0.000210456981027178	0	0.00978845790299282	0	0	0.000759548082236834	0	0.00552158444586394	0	0	0.02793357396213	0.00159710750241561	0	0.0178844299161146	0	0.00018083520548003	0.00358205097194712	0	0.0253547044168897	0.00274025891527179	0.000332929238268472	0.000718068163180459	0.00244230477919987	0.00158626666084715	0.000258467912268735	0.000348345667651582	0.00369589631778863	0	0.00188474780755283	0	0	0.0344905760698304	0	0.000617605431006489	0.00378307902259659	0	0	0.00558741528566646	0	0	0.00789739231083619	0.00643976098758115	0	0.00012351758571378	0	0.00476498549852067	0	0	0.000444014898099416	0	0	0	0.0552939050390594	0.00120961611145823	0.00110068752075849	0	0
Faecalibacterium prausnitzii Cluster1577	0.00211509265932314	0	0	0.0277710249965412	0	0.000670189484326618	0	0.0123910850946888	0	0	0.0112535737301109	0.000756371494768777	0	0.0254731862672219	0	0.000108501123288018	0.0107313510523209	0	0.0252725173685368	0.00173394914412678	0	0.00124795294566535	0.00182114055790048	0.00324867412141497	0.000184619937334811	0.000478975293020926	0.0016360501033411	0	0.00551717085483648	0	0	0.000174282850277061	0.000253775474742627	0.0124486094687245	0.00388774919318227	0	0	0.00343342620452548	0	0	0.0388438027106848	0.00965256482094581	0.158802157183797	0	0.00014480563536727	0.00362659305860106	0.0204587810124505	0.00022064788307166	0.00175269038723454	0.0560878641936939	0.0175231487314569	0.000219440699913237	0.0287553108627573	0.00413154593913656	0.0353477935237868	0.00835451845619216	0.000144017600662052
Faecalitalea cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85572351410302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142011731761432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350197822859046	0	0.000795466295373519	0	0	0	0	0	0	0	0	0.00113476054151139	0	0	0	0.00335430784153091	0	0	0	0	0
Fusobacterium nucleatum subsp. animalis	0	0.000493020391070817	0	0	0	0	0	0	0	0	0	0	0.00029518025041047	0	0.00165129920652828	0	0	0	0	0	0	0	0	0	0.000110771962400886	0	0	0	0	0	0	0	0	0	0	0.000455766649919829	0	0	0.00468662225690899	0	0	0	0	0	0	0	0	0.00223405981610056	0	0	0	0.0898883967019597	0	0	0	0	0.000144017600662052
Fusobacterium nucleatum subsp. nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104582283080124	0	0	0.000263145077180073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292587599884316	0	0	0	0	0
Fusobacterium nucleatum subsp. vincentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193923812874602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00336475739866964	0	0	0	0	0
Gemella morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233906735271176	0	0	0	0	0	0	0	0.000217716042282239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella adiacens	0	0	0	0	0	0.000402113690595971	0.000322216445093047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290288056376319	9.85572351410302e-05	0	0	0	0	0	0	0	0	0.000162773803542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85572351410302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus haemolyticus Cluster324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290288056376319	9.85572351410302e-05	0	0	0	0.000452488896707405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus influenzae	0	0	0	0	0	0	0	0	0	0.000313550358707209	0	0.00222547766730044	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000707577137417276	9.85572351410302e-05	0.000117286995413427	0	0	0.00168067304491322	0	0	0	0	0.000651095214171185	0	0	0	0	0.000224357736103301	0	0.000308679079275402	0	0	0	0	0	0.000701076154893814	0	0	0	0	0	0	0	0
Haemophilus parainfluenzae	0	0	0.000631350483939165	0.000209493823641989	0.000181930455796895	0.00255890530379254	0.000107405481697682	0.000385698913497849	0.000518659074493155	0.000862263486444826	0.000394649200138771	0.00703176136894929	0.000590360500820941	0	0.00167670380970564	0	0	0.000859607252121572	0.000205467620882413	0	0.000749090786104062	0	0.000141173686658952	0	0.000654561596005238	0.00312578032133786	0.000636142154092104	0.000322539237386924	0.00017134070977753	0	0.00804783823429598	0	0	0.000466420768208025	0	0.00159285793466879	0	0.000226735692751683	0	0.000204706693165032	0.00107001381833882	0.000198146491925574	0.00136700735107678	0.00018527637857067	0.000666105922689441	0.00026020398626734	0	0.000643556325625675	0.00189829851171248	0.000154257052237882	0	0	0.000356534851667611	0	0.000581791975258057	0	0.000264032267880428
Haemophilus pittmaniae	0	0	0.000272743409061719	0	0	0	0	0.00032479908505082	0	0.000391937948384012	0	0.00091637315712371	0	0.000156469203115613	0	0	0	0	0	0	0.00023305046678793	0	0	0	0.00024369831728195	0.00118534289686997	0	0	0	0	0.00213316194162062	0	0	0.000501804412692772	0	0.00150565768277086	0	0	0	0	0	0	0.000198436550962758	0	0	0	0	0	0	0	0	0.00109720349956619	0	0	0	0	0
Holdemanella biformis	0	0	0	0	0	0.00313648678664857	0	0	0	0	0.00122442444145619	0.00091637315712371	0	0	0	0.000108501123288018	0	0	0.00226014382970654	0.00574370653991997	0	0	0	0	0	0	0.00108412958655133	0	0	0	0	0	0	0	0.00304041924082203	0	0	0	0	0	0.00198930526011593	0	0	0	0	0.00634247216526642	0	0	0	0	0	0	0	0.0132743586257429	0	0	0
Holdemania filiformis	0.00047352820731115	0.111890977753522	0.0002272861742181	0	0	0	0	0.00032479908505082	0.000837063680070034	0.000592261788669173	0	0	0	0.000208625604154151	0	0	0.000271367497874782	0	0.000205467620882413	0.000309633775736925	0.000982141252891992	0.000185707283581153	0	0	0	0	0	0	0.000428351774443826	0.000555790130504745	0	0.00109798195674549	0	0	0.000149528815122395	0	0.000630356081146283	0.000269923443752003	0	0.000307060039747549	0	0.000141533208518267	0.000529164135900689	0	0	0.000298150400931327	0.000527212681781115	0	0.000140215230978763	0.00177395610073564	0.000160762832398687	0	0.000258358588164935	0	0.000925975215876187	0	0.0114782027727655
Intestinibacter bartlettii	0.00367773574344993	0.000698445554016991	0.000439419936821659	0.000451721057228039	0.000600370504129752	0	0.000179009136162804	0.000227359359535574	0.000198251924227113	0.000435486609315568	0.000278278282149133	0.00358694635788424	0.00019678683360698	0	0.000206412400816035	0.000108501123288018	0.000355244724490623	0	0.000228297356536014	0.000185780265442155	0.000815676633757756	0.000148565826864923	0	0.000253802665735544	0.000753249344326028	0.000849092564900732	0.000896870839783375	0.000130318883792697	0.000449769363166017	0	0.000930834301798089	0.000387295222837914	0.000828999884159247	0	0.000199371753496527	0.00826890921997404	0	0.000259126506001923	0	0.000345442544715992	0.000463672654613488	0.000141533208518267	0	0.000405843495916707	0.000217208453050905	0	0	0.00518522525218401	0.000140215230978763	0.000971819429098656	0.000392975812530123	0.00100942721960089	0.000426291670472143	0.000785465007440411	0.000209654765858759	0.00060622356144705	0.000144017600662052
Klebsiella oxytoca	0	0.00793762829624016	0	0	0	0	0	0	0	0	0	0	0	0	0.0305160093366426	0	0	0	0	0	0	0	0	0	0	0.000914407377585403	0	0	0	0	0	0	0	0.000193001697189528	0	0.00366241057971291	0.00140079129143619	0	0.026764789285001	0	0	0	0	0.00238388940427596	0.000521300287322171	0	0	0	0	0	0	0.000438881399826474	0	0	0	0	0.000432052801986156
Klebsiella variicola/pneumoniae	0	0.0101685455658356	0	0	0	0	0	0	0	0	0.000871938617400617	0	0	0	0.12468960308495	0	0.000148018635204426	0	0	0	0.000199757542961083	0	0	0	0	0.00504375497953854	0.000147835852711545	0	0	0	0	0	0	0	0	0.03434527254753	0.000240135649960489	0	0.00115077457397369	0	0.000149571824068867	0	0	0.00802864307139572	0.000796430994519984	0	0	0	0	0	0	0.00215783354914683	0	0	0	0	0.000547266882515797
Lachnospiraceae bacterium 1_4_56FAA	0	0	0	0.000426469569556906	0	0	0	0	0.000192744926331916	0.0003832282161977	0	0	0	0	0	0	0	0	0.000136978413921608	0	0	0.000148565826864923	0	0	0	0	0	0	0	0.000336276381481863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341621018847209	0	0	0	0.000157241074394069	0	0
Lachnospiraceae bacterium 3_1_57FAA_CT1	0.000457743933734112	0	0	0	0	0	0	0	0.00135692428137669	0.00188130215224326	0	0	0	0	0	0	0	0.000245602072034735	0	0	0.000249696928701354	0	0.000141173686658952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus	0	0	0	0	0	0	0	0	0.00138776346958979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332440822070746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315211261530943	0	0	0	0	0.000341033336377715	0	0	0.000170500376656983	0
Lactobacillus casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000809136611198856	0	0	0	0	0	0	0	0	0	0.0014621899036917	0	0	0.000117286995413427	0	0	0	0	0	0	0	0.00213233682641063	0.000210118693715428	0	0	0	0	0	0	0	0	0	0	0.00025742253025027	0	0	0	0	0.000335866164614416	0	0	0	0
